,full_address,neighborhood,nid,sale_price,prediction,difference,pred_percent,shap
1659,"718 Pine St, San Francisco, CA 94108",8 - Downtown,8010,3280000,2774307,-505692,-0.18227687130515838,Pros - 1: comp_price = 3020658 2: year_sold = 2018   Cons - 1: lot_sf = 1136.0 2: rooms = 9.0 
1660,"472 Greenwich St, San Francisco, CA 94133",8 - Telegraph Hill,8070,2110000,1872940,-237059,-0.12657052548399841,Pros - 1: year_sold = 2018 2: latitude = 37.802563   Cons - 1: lot_sf = 1607.0 2: park_leased = 0 
1661,"555 Campbell Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,760000,983121,223121,0.2269517180489482,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 835662 2: latitude = 37.715559999999996 
1662,"554 Campbell Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,780000,906942,126942,0.13996705412253485,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 757302 2: latitude = 37.715571999999995 
1663,"420 Burrows, San Francisco, CA 94134",10 - Portola,10060,1459000,1308731,-150268,-0.11481962297828965,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 971327 2: latitude = 37.728 
1664,"2517 19th St, San Francisco, CA 94110",9 - Inner Mission,9020,3399000,2878271,-520728,-0.18091694631950916,Pros - 1: comp_price = 2874062 2: year_sold = 2018   Cons - 1: beds = 5 2: lot_sf = 2286.0 
1665,"516 Dwight St, San Francisco, CA 94134",10 - Portola,10060,1405000,1372262,-32737,-0.023856231535960334,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1303904 2: latitude = 37.722725 
1666,"121 Peabody St, San Francisco, CA 94134",10 - Visitacion Valley,10050,1000000,1255968,255968,0.20380137073556015,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 968149 2: latitude = 37.71079 
1667,"254 Felton St, San Francisco, CA 94134",10 - Portola,10060,1315000,1471079,156079,0.10609831287102868,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1248518 2: latitude = 37.729385 
1668,"163 Tioga Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,977000,1135470,158470,0.13956335262050076,Pros - 1: year_sold = 2018 2: view_count = 8   Cons - 1: comp_price = 729747 2: latitude = 37.71694 
1669,"210 Teddy, San Francisco, CA 94134-2340",10 - Visitacion Valley,10050,1153000,1180739,27739,0.02349291418340548,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 942600 2: latitude = 37.714676000000004 
1670,"45 Delta St, San Francisco, CA 94134",10 - Visitacion Valley,10050,900000,872517,-27482,-0.03149738056679698,Pros - 1: year_sold = 2018 2: nid = 10050   Cons - 1: comp_price = 873536 2: latitude = 37.71911 
1671,"537 Rutland St, San Francisco, CA 94134",10 - Visitacion Valley,10050,905000,798914,-106085,-0.13278650768418127,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 759897 2: latitude = 37.71431 
1672,"1620 York St, San Francisco, CA 94110",9 - Bernal Heights,9010,1603000,1510880,-92119,-0.06097042783013873,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: lot_sf = 1750.0 
1673,"1628 York St, San Francisco, CA 94110",9 - Bernal Heights,9010,2150000,1600887,-549112,-0.34300484668811726,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: lot_sf = 1746.0 2: street_name = York 
1674,"36 Hale St, San Francisco, CA 94134",10 - Portola,10060,1150000,1073891,-76108,-0.07087125229655523,Pros - 1: year_sold = 2018 2: nid = 10060   Cons - 1: comp_price = 1021613 2: lot_sf = 1873.0 
1675,"173-175 Chestnut St, San Francisco, CA 94133",8 - Telegraph Hill,8070,5750000,3784666,-1965333,-0.5192883599239668,Pros - 1: comp_price = 4247727 2: year_sold = 2018   Cons - 1: rooms = 9.0 2: beds = 4 
1676,"122 Tioga Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,600000,1024327,424327,0.4142495511687186,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 861125 2: latitude = 37.716755 
1677,"441 Wilde Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,565000,862051,297051,0.34458634117935016,Pros - 1: year_sold = 2018 2: nid = 10050   Cons - 1: comp_price = 755212 2: latitude = 37.717506 
1678,"170 Arleta Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1260000,1076236,-183763,-0.17074600738128068,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 895331 2: latitude = 37.713722 
1679,"21 Costa St, San Francisco, CA 94110",9 - Bernal Heights,9010,1200000,1474614,274614,0.18622771789770068,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: lot_sf = 1750.0 
1680,"178 Desmond St, San Francisco, CA 94134",10 - Visitacion Valley,10050,900000,1016017,116017,0.11418805000310034,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 882298 2: latitude = 37.709507 
1681,"39 Mill St, San Francisco, CA 94134-2153",10 - Visitacion Valley,10050,999900,1098879,98979,0.09007270136202439,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 778510 2: latitude = 37.719093 
1682,"21 Rutledge St, San Francisco, CA 94110",9 - Bernal Heights,9010,1570000,1391973,-178026,-0.12789472209590272,Pros - 1: year_sold = 2018 2: baths = 2.5   Cons - 1: comp_price = 1369739 2: lot_sf = 1750.0 
1683,"177 Desmond St, San Francisco, CA 94134",10 - Visitacion Valley,10050,980000,1067681,87681,0.08212284380821612,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 990200 2: latitude = 37.70953 
1684,"145 Arleta Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1200000,1090714,-109285,-0.10019583502182974,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 881342 2: latitude = 37.71355 
1685,"290 Holladay Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1005000,1599642,594642,0.371734425577723,Pros - 1: year_sold = 2018 2: rooms = 2.0   Cons - 1: street_name = Holladay 2: park_leased = 0 
1686,"1694-1694 York St, San Francisco, CA 94110",9 - Bernal Heights,9010,2295000,2147119,-147880,-0.06887368608819538,Pros - 1: year_sold = 2018 2: comp_price = 2221843   Cons - 1: street_name = York 2: lot_sf = 2172.0 
1687,"236 Holladay Ave, San Francisco, CA 94110",9 - Bernal Heights,9010,1130000,1372719,242719,0.17681623114417444,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1298836 2: lot_sf = 1746.0 
1688,"260 Girard St, San Francisco, CA 94134",10 - Portola,10060,1028000,1169180,141180,0.12075129577994834,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1009363 2: baths = 1.0 
1689,"41 Castle St, San Francisco, CA 94133",8 - Telegraph Hill,8070,4100000,3215683,-884316,-0.2750009873485664,Pros - 1: comp_price = 3539368 2: year_sold = 2018   Cons - 1: lot_sf = 1175.0 2: rooms = 10.0 
1690,"439 Campbell Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1010000,1083075,73075,0.06746993513837915,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 850877 2: latitude = 37.714863 
1691,"100 Arleta Ave, San Francisco, CA 94134-2306",10 - Visitacion Valley,10050,930000,1087258,157258,0.14463724341416664,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 929625 2: latitude = 37.71328 
1692,"524 Brussels St, San Francisco, CA 94134",10 - Portola,10060,1350000,1279926,-70073,-0.0547476963511953,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1212842 2: latitude = 37.725570000000005 
1693,"949 San Bruno Ave, San Francisco, CA 94110",9 - Inner Mission,9020,1224000,1750129,526129,0.3006229826487076,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: street_name = San Bruno 2: comp_price = 1581223 
1694,"985 San Bruno Ave, San Francisco, CA 94110",9 - Inner Mission,9020,1200985,1353822,152837,0.11289298002248449,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1318012 2: lot_sf = 1250.0 
1695,"955 Somerset St, San Francisco, CA 94134",10 - Visitacion Valley,10050,1100000,931875,-168124,-0.1804147551978538,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 736685 2: latitude = 37.719864 
1696,"1667 Silver Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,870000,1019518,149518,0.1466555764586795,Pros - 1: year_sold = 2018 2: nid = 10070   Cons - 1: comp_price = 952287 2: beds = 5 
1697,"637 Brussels St, San Francisco, CA 94134",10 - Portola,10060,1152000,1195513,43513,0.03639692751145324,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1040481 2: baths = 1.0 
1698,"225 Dwight St, San Francisco, CA 94134",10 - Portola,10060,900000,1377154,477154,0.3464783168766892,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1131255 2: latitude = 37.723457 
1699,"66 Bishop St, San Francisco, CA 94134",10 - Visitacion Valley,10050,600000,909342,309342,0.34018224166485217,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 463459 2: latitude = 37.718338 
1700,"636 Vermont St, San Francisco, CA 94107",9 - Potrero Hill,9040,4995000,4111038,-883961,-0.21502136443399453,Pros - 1: comp_price = 4946579 2: year_sold = 2018   Cons - 1: rooms = 9.5 2: street_name = Vermont 
1701,"89 Teddy Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1110000,1183974,73974,0.06247941255466759,Pros - 1: year_sold = 2018 2: view_count = 8   Cons - 1: comp_price = 853706 2: latitude = 37.713722 
1702,"50 Tioga Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1200000,856012,-343987,-0.4018483385746929,Pros - 1: year_sold = 2018 2: rooms = 3.0   Cons - 1: comp_price = 767236 2: latitude = 37.716105999999996 
1703,"56 Arleta Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,800000,1002553,202553,0.20203719903087416,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 864921 2: latitude = 37.712833 
1704,"120 Augusta St, San Francisco, CA 94124",10 - Silver Terrace,10070,900000,1047285,147285,0.14063507068276543,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 808918 2: baths = 1.0 
1705,"214 Olmstead St, San Francisco, CA 94134",10 - Portola,10060,1190000,1357959,167959,0.12368488297511192,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1166130 2: latitude = 37.722275 
1706,"956 Goettingen, San Francisco, CA 94134",10 - Visitacion Valley,10050,985000,1088714,103714,0.09526285140082703,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 750790 2: latitude = 37.720093 
1707,"311 Ordway St, San Francisco, CA 94134",10 - Visitacion Valley,10050,975000,1074366,99366,0.09248803480378195,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 800472 2: latitude = 37.719615999999995 
1708,"444 Kansas St, San Francisco, CA 94107",9 - Potrero Hill,9040,2200000,1963676,-236323,-0.12034724669446487,Pros - 1: year_sold = 2018 2: comp_price = 1835838   Cons - 1: street_name = Kansas 2: lot_sf = 2495.0 
1709,"332 Wilde Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1180000,1100156,-79843,-0.07257425310592316,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1088769 2: latitude = 37.716576 
1710,"766 Thornton Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,950000,1057284,107284,0.10147131707280163,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 947719 2: beds = 5 
1711,"1132 Goettingen St, San Francisco, CA 94134",10 - Visitacion Valley,10050,1100000,1128544,28544,0.025292766609011256,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1043724 2: latitude = 37.718037 
1712,"1150 Goettingen St, San Francisco, CA 94134",10 - Visitacion Valley,10050,825000,955503,130503,0.13658041889978367,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 801113 2: latitude = 37.71785 
1713,"28 Waterville St, San Francisco, CA 94124",10 - Silver Terrace,10070,800000,1042587,242587,0.2326779443825791,Pros - 1: year_sold = 2018 2: nid = 10070   Cons - 1: comp_price = 910036 2: street_name = Waterville 
1714,"966 Brussels St, San Francisco, CA 94134",10 - Visitacion Valley,10050,1266966,1566782,299816,0.19135782770034376,Pros - 1: year_sold = 2018 2: view_count = 12   Cons - 1: comp_price = 1313208 2: latitude = 37.720271999999994 
1715,"9 Teddy Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,1250000,1499720,249720,0.1665110820686528,Pros - 1: year_sold = 2018 2: baths = 3.5   Cons - 1: latitude = 37.713024 2: comp_price = 1415045 
1716,"1054 Brussels St, San Francisco, CA 94134",10 - Visitacion Valley,10050,985000,1026344,41344,0.040282790175613634,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 708255 2: latitude = 37.719273 
1717,"2083 Carroll Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1200000,1040759,-159240,-0.15300372132261167,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 811777 2: street_name = Carroll 
1718,"1477 Kansas St, San Francisco, CA 94107",9 - Potrero Hill,9040,1335750,1916523,580773,0.30303471442815977,Pros - 1: year_sold = 2018 2: comp_price = 1883737   Cons - 1: street_name = Kansas 2: sf = 1171 
1719,"697 Rhode Island St, San Francisco, CA 94107",9 - Potrero Hill,9040,1310000,2094535,784535,0.3745628504656165,Pros - 1: year_sold = 2018 2: comp_price = 2054078   Cons - 1: lot_sf = 1873.0 2: street_name = Rhode Island 
1720,"829 Rhode Island St, San Francisco, CA 94107",9 - Potrero Hill,9040,3425000,2457461,-967538,-0.3937144882462021,Pros - 1: comp_price = 2551616 2: year_sold = 2018   Cons - 1: street_name = Rhode Island 2: lot_sf = 2495.0 
1721,"865 Rhode Island St, San Francisco, CA 94107",9 - Potrero Hill,9040,3922888,3469579,-453308,-0.13065216269754917,Pros - 1: comp_price = 3932190 2: year_sold = 2018   Cons - 1: street_name = Rhode Island 2: rooms = 8.0 
1722,"933 Girard St, San Francisco, CA 94134",10 - Visitacion Valley,10050,875000,1092606,217606,0.1991623696007527,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 821654 2: latitude = 37.72082 
1723,"1015 Rhode Island St, San Francisco, CA 94107",9 - Potrero Hill,9040,2250000,2471103,221103,0.08947542858391576,Pros - 1: comp_price = 2615548 2: year_sold = 2018   Cons - 1: street_name = Rhode Island 2: rooms = 8.0 
1724,"2042 Carroll Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,842000,997674,155674,0.15603694192692202,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 787933 2: baths = 1.0 
1725,"995 Girard St, San Francisco, CA 94134-2107",10 - Visitacion Valley,10050,1068000,1418842,350842,0.24727348076811936,Pros - 1: year_sold = 2018 2: lot_sf = 4599.0   Cons - 1: comp_price = 1131302 2: latitude = 37.7203 
1726,"2077 Bancroft Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1535000,1317339,-217660,-0.16522702204975334,Pros - 1: year_sold = 2018 2: baths = 4.5   Cons - 1: comp_price = 911904 2: rooms = 10.0 
1727,"170-172 Clara St, San Francisco, CA 94107",9 - Yerba Buena,9080,3400000,3067934,-332065,-0.10823733496222539,Pros - 1: comp_price = 3264038 2: year_sold = 2018   Cons - 1: lot_sf = 1834.0 2: elevation = 13.26 
1728,"1348 Rhode Island St, San Francisco, CA 94107",9 - Potrero Hill,9040,2420000,2707348,287348,0.10613633710923014,Pros - 1: comp_price = 2914655 2: year_sold = 2018   Cons - 1: beds = 5 2: street_name = Rhode Island 
1729,"721 De Haro St, San Francisco, CA 94107",9 - Potrero Hill,9040,2500000,2023186,-476813,-0.23567432752104847,Pros - 1: year_sold = 2018 2: comp_price = 2078826   Cons - 1: street_name = De Haro 2: rooms = 8.0 
1730,"40 Santa Fe Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1100000,1028392,-71607,-0.06963006324436596,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 806033 2: baths = 1.0 
1731,"106 Scotia Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1095000,1011602,-83397,-0.08244052502861797,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 827031 2: baths = 1.0 
1732,"1025 De Haro St, San Francisco, CA 94107",9 - Potrero Hill,9040,1800000,1810727,10727,0.005924139862055406,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: street_name = De Haro 2: lot_sf = 2495.0 
1733,"156 Ledyard St, San Francisco, CA 94124",10 - Silver Terrace,10070,1125000,1130935,5935,0.005247870125161923,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 763414 2: street_name = Ledyard 
1734,"150 Wilde Ave, San Francisco, CA 94134",10 - Visitacion Valley,10050,763000,926256,163256,0.17625364909916913,Pros - 1: year_sold = 2018 2: view_count = 8   Cons - 1: comp_price = 733116 2: latitude = 37.71645 
1735,"1237 De Haro St, San Francisco, CA 94107",9 - Potrero Hill,9040,1675000,1959344,284344,0.14512204084632407,Pros - 1: year_sold = 2018 2: comp_price = 1848664   Cons - 1: street_name = De Haro 2: beds = 3 
1736,"2150 Revere Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,915000,1116291,201291,0.18032126031653037,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 901702 2: baths = 1.0 
1737,"195 Ledyard St, San Francisco, CA 94124",10 - Silver Terrace,10070,1388888,1235094,-153793,-0.12451926735940747,Pros - 1: year_sold = 2018 2: baths = 4.0   Cons - 1: comp_price = 920698 2: rooms = 9.0 
1738,"220 Lathrop Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,1000000,1141970,141970,0.12432025359685456,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 958904 2: latitude = 37.710808 
1739,"910 Carolina St, San Francisco, CA 94107",9 - Potrero Hill,9040,4100000,3037836,-1062163,-0.3496446154433617,Pros - 1: comp_price = 3195033 2: year_sold = 2018   Cons - 1: street_name = Carolina 2: rooms = 8.5 
1740,"74 Crane St, San Francisco, CA 94124",10 - Bayview Heights,10100,765000,886752,121752,0.13730107177655082,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 696169 2: lot_sf = 1258.0 
1741,"67 Crane St, San Francisco, CA 94124",10 - Bayview Heights,10100,1200000,1161502,-38497,-0.033144153001888936,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 936165 2: latitude = 37.722120000000004 
1742,"16 Lois Ln, San Francisco, CA 94134",10 - Little Hollywood,10120,1075000,1153481,78481,0.06803839855186171,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1045853 2: latitude = 37.713665 
1743,"85 Caire Ter, San Francisco, CA 94107",9 - Potrero Hill,9040,955000,1746507,791507,0.4531942900887314,Pros - 1: year_sold = 2018 2: comp_price = 1817464   Cons - 1: baths = 1.0 2: street_name = Caire 
1744,"613 Wisconsin St, San Francisco, CA 94107",9 - Potrero Hill,9040,1725000,1791909,66909,0.03733950775402099,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: street_name = Wisconsin 2: lot_sf = 2522.0 
1745,"132 Maddux Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1050000,1127367,77367,0.06862627697990095,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 955361 2: baths = 1.0 
1746,"706-708 Wisconsin St, San Francisco, CA 94107",9 - Potrero Hill,9040,3025000,3061248,36248,0.011840922395049339,Pros - 1: comp_price = 3438214 2: year_sold = 2018   Cons - 1: rooms = 9.0 2: street_name = Wisconsin 
1747,"734 Wisconsin St, San Francisco, CA 94107",9 - Potrero Hill,9040,3535000,2534468,-1000531,-0.3947696321279259,Pros - 1: comp_price = 2854509 2: year_sold = 2018   Cons - 1: street_name = Wisconsin 2: beds = 4 
1748,"12 Littlefield Ter, San Francisco, CA 94107",9 - Potrero Hill,9040,1085000,1665249,580249,0.34844578798726195,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: lot_sf = 765.0 2: street_name = Littlefield 
1749,"107 Maddux Ave, San Francisco, CA 94124-2211",10 - Silver Terrace,10070,760000,1061858,301858,0.2842734150893999,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 810992 2: baths = 1.0 
1750,"215 Peninsula Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,963000,986619,23619,0.02393933220422473,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 759397 2: latitude = 37.712624 
1751,"319 Arkansas St, San Francisco, CA 94107-2812",9 - Potrero Hill,9040,1826319,1799319,-26999,-0.01500512138203398,Pros - 1: year_sold = 2018 2: comp_price = 1781801   Cons - 1: baths = 1.0 2: street_name = Arkansas 
1752,"337 Bridgeview Dr, San Francisco, CA 94124",10 - Silver Terrace,10070,1395000,1365195,-29804,-0.021831313475364326,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1004545 2: street_name = Bridgeview 
1753,"63 Maddux Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1105000,1036145,-68854,-0.06645208923461485,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 777618 2: street_name = Maddux 
1754,"87 Apollo St, San Francisco, CA 94124-2226",10 - Silver Terrace,10070,810000,890490,80490,0.09038843782636526,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 744848 2: baths = 1.0 
1755,"44 Maddux Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,975000,1075684,100684,0.09359997917604054,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 908285 2: baths = 1.0 
1756,"2015 Revere Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1010000,1094861,84861,0.07750846911160413,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 815605 2: baths = 1.0 
1757,"38 Bitting, San Francisco, CA 94124",10 - Bayview,10010,1050000,1092779,42779,0.039146982143690535,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 962451 2: lot_sf = 1500.0 
1758,"294 Tocoloma Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,1500000,1099893,-400106,-0.3637681119890753,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1040132 2: latitude = 37.711605 
1759,"66 Gould St, San Francisco, CA 94124",10 - Bayview Heights,10100,890000,1022026,132026,0.12918066663666092,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 907665 2: latitude = 37.721767 
1760,"167 Venus St, San Francisco, CA 94124",10 - Silver Terrace,10070,1200000,1182434,-17565,-0.0148549517351497,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 886283 2: street_name = Venus 
1761,"278 Bridgeview Dr, San Francisco, CA 94124",10 - Silver Terrace,10070,872000,1202576,330576,0.27488990300820904,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1034230 2: street_name = Bridgeview 
1762,"201 Topeka Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,975000,1162063,187063,0.16097492132526378,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 882127 2: street_name = Topeka 
1763,"148 Orsi Cir, San Francisco, CA 94124",10 - Bayview,10010,1100000,1106006,6006,0.005430350287430628,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1122630 2: lot_sf = 1500.0 
1764,"249 Nueva Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,1300000,1150548,-149451,-0.1298954932779858,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 1084773 2: latitude = 37.71073 
1765,"415 Thornton Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,1010000,1049066,39066,0.03723883911975033,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 853207 2: baths = 1.0 
1766,"85 Carr St, San Francisco, CA 94124",10 - Bayview Heights,10100,720000,963771,243771,0.2529345664063351,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 803778 2: latitude = 37.721268 
1767,"112 Nueva Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,900000,1068028,168028,0.15732546337736464,Pros - 1: year_sold = 2018 2: lot_sf = 4996.0   Cons - 1: comp_price = 810868 2: latitude = 37.71192 
1768,"21 Neptune St, San Francisco, CA 94124",10 - Silver Terrace,10070,873000,1034115,161115,0.15579988685977866,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 776200 2: baths = 1.0 
1769,"1915 Palou Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,888000,1060769,172769,0.1628714640039443,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 881491 2: street_name = Palou 
1770,"1910 Palou Ave, San Francisco, CA 94124",10 - Silver Terrace,10070,750000,897312,147312,0.16417032202845833,Pros - 1: year_sold = 2018 2: nid = 10070   Cons - 1: comp_price = 834706 2: baths = 1.0 
1771,"81 Gillette Ave, San Francisco, CA 94134",10 - Little Hollywood,10120,1115000,1085615,-29384,-0.027066685703495255,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 893462 2: latitude = 37.71115 
1772,"86 Silverview, San Francisco, CA 94124-2287",10 - Silver Terrace,10070,726000,1111569,385569,0.3468691552211334,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 878527 2: lot_sf = 1354.0 
1773,"422 Missouri St, San Francisco, CA 94107",9 - Potrero Hill,9040,2010000,1668642,-341357,-0.204571741571889,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: baths = 1.0 2: street_name = Missouri 
1774,"1140 Ingerson Ave, San Francisco, CA 94124-3514",10 - Bayview Heights,10100,985000,1435047,450047,0.31361133119681794,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 1288312 2: latitude = 37.72051 
1775,"418 Texas St, San Francisco, CA 94107",9 - Potrero Hill,9040,2250000,2024364,-225635,-0.11145969795945788,Pros - 1: year_sold = 2018 2: comp_price = 2126326   Cons - 1: street_name = Texas 2: beds = 4 
1776,"3210 Jennings St, San Francisco, CA 94124",10 - Bayview Heights,10100,875000,1167133,292133,0.25029966593353115,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 952906 2: latitude = 37.720085 
1777,"142 Bayview Cir, San Francisco, CA 94124",10 - Silver Terrace,10070,920000,1155863,235863,0.2040579203590737,Pros - 1: year_sold = 2018 2: park_leased = ONST   Cons - 1: comp_price = 860493 2: street_name = Bayview 
1778,"1808 Newhall St, San Francisco, CA 94124",10 - Silver Terrace,10070,1150000,1286204,136204,0.10589610979284779,Pros - 1: year_sold = 2018 2: baths = 3.0   Cons - 1: comp_price = 952268 2: street_name = Newhall 
